review,sentiment
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 468)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 469),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 469)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 470),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 470),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 471),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 471)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 472)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 472)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 473),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 473),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 474),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 474),negative
The performances were stellar. A beautiful story about love and loss. (Instance 475),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 475),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 476),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 476),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 477),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 477),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 478),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 478)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 479),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 479)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 480),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 480),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 481),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 481)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 482)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 482)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 483),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 483),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 484),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 484),negative
The performances were stellar. A beautiful story about love and loss. (Instance 485),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 485),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 486),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 486),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 487),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 487),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 488),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 488)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 489),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 489)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 490),positive
